,us,cns,conf
117,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)",5 6 7 ,0.06902985074626866
118,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",5 6 8 ,0.12162162162162163
119,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",5 6 13 ,0.0033783783783783786
120,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)(3,4,1,sendapinnumberinaletter,1,endprocess)",5 6 8 ,0.125
121,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",5 13 ,0.0033783783783783786
122,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)(3,4,1,sendabankcardinaletter,1,endprocess)",5 8 ,0.125
123,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)(3,4,1,sendabankcardinaletter,1,endprocess)",5 8 7 ,0.125
124,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",5 13 7 ,0.0033783783783783786
125,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)",5 7 ,0.06902985074626866
126,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",5 8 ,0.12162162162162163
127,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",5 13 ,0.0033783783783783786
128,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)(3,4,1,sendapinnumberinaletter,1,endprocess)",5 8 ,0.125
129,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",13 ,0.0032258064516129032
130,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,1,endprocess)",8 ,0.125
131,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,1,endprocess)",8 6 ,0.125
132,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,1,endprocess)",8 6 7 ,0.125
133,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,1,endprocess)",8 7 ,0.125
134,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",13 6 ,0.0032258064516129032
135,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",13 6 7 ,0.0032258064516129032
136,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",13 7 ,0.0032258064516129032
137,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)",6 ,0.02258064516129032
138,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,1,sendabankcardinaletter)",7 ,0.5
139,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,1,sendabankcardinaletter)(4,5,1,sendabankcardinaletter,1,sendapinnumberinaletter)",8 ,0.5
140,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)",6 ,0.06902985074626866
141,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",8 ,0.12162162162162163
142,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",8 7 ,0.12162162162162163
143,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)",6 7 ,0.06902985074626866
144,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",6 8 ,0.12162162162162163
145,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",6 13 ,0.0033783783783783786
146,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)(3,4,1,sendapinnumberinaletter,1,endprocess)",6 8 ,0.125
147,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",13 ,0.0033783783783783786
148,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)(3,4,1,sendabankcardinaletter,1,endprocess)",8 ,0.125
149,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)(3,4,1,sendabankcardinaletter,1,endprocess)",8 7 ,0.125
150,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendabankcardinaletter)",13 7 ,0.0033783783783783786
151,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)",7 ,0.06902985074626866
152,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",8 ,0.12162162162162163
153,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)",13 ,0.0033783783783783786
154,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sendapinnumberinaletter)(3,4,1,sendapinnumberinaletter,1,endprocess)",8 ,0.125
155,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)",14 ,0.0037313432835820895
156,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,createanewbankaccount)(2,3,1,createanewbankaccount,1,sss)",8 ,0.5
157,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)",5 ,0.0070921985815602835
158,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,sendawelcomepackinaletter)",6 ,0.16666666666666666
159,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,sendawelcomepackinaletter)(2,3,1,sendawelcomepackinaletter,1,sendabankcardinaletter)",8 ,0.25
160,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,sendawelcomepackinaletter)(2,3,1,sendawelcomepackinaletter,1,sendabankcardinaletter)",8 7 ,0.25
161,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,sendawelcomepackinaletter)",6 7 ,0.16666666666666666
162,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,sendawelcomepackinaletter)(2,3,1,sendawelcomepackinaletter,1,sendapinnumberinaletter)",6 8 ,0.25
163,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,sendawelcomepackinaletter)",7 ,0.16666666666666666
164,"(0,1,1,onlineapplicationreceived,1,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,sendawelcomepackinaletter)(2,3,1,sendawelcomepackinaletter,1,sendapinnumberinaletter)",8 ,0.25
165,"(0,1,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 ,0.4673913043478261
166,"(0,1,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 4 ,0.4673913043478261
167,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(0,2,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 ,0.1659919028340081
168,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 ,0.23076923076923078
169,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 6 ,0.23076923076923078
170,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 6 7 ,0.23076923076923078
171,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 7 ,0.23076923076923078
172,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(0,2,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 6 ,0.13765182186234817
173,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 8 ,0.2426470588235294
174,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 8 7 ,0.2426470588235294
175,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(0,2,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 6 7 ,0.13765182186234817
176,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 6 8 ,0.2426470588235294
177,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 6 13 ,0.007352941176470588
178,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)(2,3,1,sendapinnumberinaletter,1,endprocess)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 6 8 ,0.25
179,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 13 ,0.007352941176470588
180,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)(2,3,1,sendabankcardinaletter,1,endprocess)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 8 ,0.25
181,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)(2,3,1,sendabankcardinaletter,1,endprocess)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 8 7 ,0.25
182,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 13 7 ,0.007352941176470588
183,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(0,2,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 7 ,0.13765182186234817
184,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 8 ,0.2426470588235294
185,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 13 ,0.007352941176470588
186,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)(2,3,1,sendapinnumberinaletter,1,endprocess)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 5 8 ,0.25
187,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 13 ,0.006993006993006993
188,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(2,3,1,sendawelcomepackinaletter,1,endprocess)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 ,0.25
189,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(2,3,1,sendawelcomepackinaletter,1,endprocess)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 6 ,0.25
190,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(2,3,1,sendawelcomepackinaletter,1,endprocess)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 6 7 ,0.25
191,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(2,3,1,sendawelcomepackinaletter,1,endprocess)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 7 ,0.25
192,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 13 6 ,0.006993006993006993
193,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 13 6 7 ,0.006993006993006993
194,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 13 7 ,0.006993006993006993
195,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 6 ,0.04895104895104895
196,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(2,3,1,sendawelcomepackinaletter,1,sendabankcardinaletter)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 7 ,1.0
197,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)(2,3,1,sendawelcomepackinaletter,1,sendabankcardinaletter)(3,4,1,sendabankcardinaletter,1,sendapinnumberinaletter)(0,5,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 ,1.0
198,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(0,2,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 6 ,0.13765182186234817
199,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 ,0.2426470588235294
200,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 7 ,0.2426470588235294
201,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(0,2,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 6 7 ,0.13765182186234817
202,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 6 8 ,0.2426470588235294
203,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 6 13 ,0.007352941176470588
204,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)(2,3,1,sendapinnumberinaletter,1,endprocess)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 6 8 ,0.25
205,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 13 ,0.007352941176470588
206,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)(2,3,1,sendabankcardinaletter,1,endprocess)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 ,0.25
207,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)(2,3,1,sendabankcardinaletter,1,endprocess)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 7 ,0.25
208,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendabankcardinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 13 7 ,0.007352941176470588
209,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(0,2,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 7 ,0.13765182186234817
210,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 ,0.2426470588235294
211,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 13 ,0.007352941176470588
212,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendapinnumberinaletter)(2,3,1,sendapinnumberinaletter,1,endprocess)(0,4,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 ,0.25
213,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(0,2,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 14 ,0.008097165991902834
214,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sss)(0,3,1,evaluatetheapplication,1,notifythecustomerbyemail)",3 8 ,1.0
215,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)",2 5 ,0.08178438661710037
216,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 8 ,0.11612903225806452
217,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 8 6 ,0.11612903225806452
218,"(0,1,1,evaluatetheapplication,1,createanewbankaccount)(1,2,1,createanewbankaccount,1,sendawelcomepackinaletter)",2 8 6 7 ,0.11612903225806452
